	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	P.value.adj.BasalvsLP	P.value.adj.BasalvsML	P.value.adj.LPvsML	F	F.p.value
17864	3.15088029038724	1.01263197198316	1.49209391887317	0.47946194689001	4.13437343400349	5.97730877050848	1.68637714159176	0.00198846135726828	0.000130892735433392	0.122324410422848	0.0049685226893112	0.000457349678691168	0.223088100120979	18.5523205124477	0.000415502728349659
70675	6.09866483265993	-0.32244205014065	-0.00801921907585523	0.314422831064795	-2.17833417816242	-0.0540780993435045	2.10427732927611	0.0541441083421948	0.957927918668304	0.0613688025991683	0.085065582815793	0.966869671365009	0.133490339191833	3.05863808698004	0.0915128547295369
170755	2.9778172480107	1.48093074006137	0.2853649699189	-1.19556577014247	6.59551927068546	1.53756399367309	-5.12344306670372	5.83885374853823e-05	0.154878354700465	0.000434861039987499	0.000260577704310158	0.205609362167956	0.00408445416052934	24.0377389307261	0.000144658237029815
620986	1.87447536954687	1.02923180111047	0.0195340301756195	-1.00969777093485	3.54908001098887	0.0795983574172503	-3.40571263486743	0.00519745110484458	0.938112126699177	0.00661471924551376	0.0113090468356564	0.95113866399641	0.0262826081662559	8.06660929276149	0.00806845347802322
73824	3.54329209545242	0.221236104138845	0.0852692807978372	-0.135966823341008	0.985606689666215	0.399509014417553	-0.586012408263025	0.347353107037908	0.697837681934306	0.57073280666825	0.419673896382802	0.749194388706946	0.689268497438465	0.491479513176808	0.625624259259246
26754	6.02433059179259	0.0132774771049089	-0.192728266279666	-0.206005743384575	0.114978134356701	-1.68114540903196	-1.77040126444297	0.910716711136647	0.123356042725946	0.106790199970627	0.930869907286628	0.169233738035159	0.20174488964843	1.99118998320642	0.186652307652299
211660	4.7404322226681	-0.413685534119447	-0.0581527797687338	0.355532754350713	-1.79866075135853	-0.253139089832775	1.50934058912437	0.101983921132087	0.805239789924098	0.16184889931531	0.147453530962133	0.842286660552239	0.275154783821575	1.85897751819686	0.20540159267596
211673	7.70159257473941	-0.379756785870915	-0.199231487765495	0.18052529810542	-2.4954830041216	-1.30377902812614	1.19287143781983	0.0314823266388312	0.221247774096042	0.260195179774882	0.0531585596422748	0.281402058011174	0.39121799400395	3.11673899696176	0.0882723338367612
329093	-2.18195957876792	7.31732564056536	9.88381786057274	2.56649222000738	15.6905349221764	20.4374646485418	3.92685111834289	2.01923485702912e-08	1.50971086115288e-09	0.00278235489088434	8.33891013114213e-07	1.72460115711537e-07	0.0142675550727009	226.359610267428	4.10112052383554e-09
109294	2.09339378022729	1.11020659879353	0.808070460782767	-0.302136138010758	2.07854455681647	1.66799801888399	-0.518169306709099	0.0640880562766151	0.125983167006491	0.615503132798939	0.098205032146068	0.172237386415109	0.724919088392531	2.4557344697671	0.135182345713943
240725	2.78996482694277	3.5696922129369	4.26196710123002	0.692274888293126	13.4871104247982	15.524259756871	2.03010752650256	8.72901895198032e-08	2.23975570115372e-08	0.0695198858500519	2.12789391277818e-06	6.90940079795623e-07	0.146496456867894	142.342036216552	3.99961272101743e-08
17978	7.16987354950921	-0.268168164372453	-0.400857621227496	-0.132689456855044	-2.38294039344756	-3.53254326232589	-1.17724821839269	0.0381934422676927	0.00534349064794521	0.266099525808558	0.0630621412427867	0.0110015327075791	0.39723847897428	6.51430847717341	0.0152404661353448
72265	7.21685164907522	-0.912836777108336	-0.448633846731776	0.46420293037656	-6.14655418694185	-3.02489051801754	3.1151918992677	0.000104414325326315	0.012654407347977	0.0108405882032409	0.000422338354725086	0.0233885281946888	0.037216900605649	18.8781658756668	0.000387710842859069
212442	3.68255716295763	-1.23175691864902	-2.01614087471418	-0.784383956065152	-5.50855198572364	-9.66838850277222	-3.96563915198747	0.000249841257402793	2.00905380528136e-06	0.00261193562985121	0.000864225008818209	1.58101373065614e-05	0.0136574633432419	46.5118680771783	8.03645283833719e-06
14048	-0.317406377583531	6.2923089591079	7.35483596507745	1.06252700596955	9.26676039614871	10.0101607434386	1.09757894409662	2.96305523109451e-06	1.45837293331913e-06	0.297871226255831	2.50876732507195e-05	1.24745486717787e-05	0.430675921466772	62.413010576052	2.0685385939589e-06
17681	-0.409301705734528	-3.27338409460673	-5.33763243470531	-2.06424834009858	-4.46793460297201	-8.04176419517156	-4.4881143444001	0.00117276636443737	1.05974113160128e-05	0.00113645488386844	0.00316363274657311	5.80705343486736e-05	0.00768028789599068	34.832314162073	2.93947992318139e-05
21749	3.37743677509827	0.296837703586756	0.11321837545291	-0.183619328133846	1.15776943846793	0.469147105057923	-0.693014382342881	0.27360936307791	0.648930128203944	0.503927460473444	0.343405690944409	0.705421399765863	0.630915770098831	0.680263860979127	0.52825475296658
226866	1.46796896646828	7.00863940969847	7.12732695619694	0.118687546498472	20.123545723314	21.9182404610009	0.26116482963892	1.75907003363752e-09	7.55697832179668e-10	0.799214760802535	2.2859841308693e-07	1.26247682722746e-07	0.866504178091688	294.883553264393	1.1070768794529e-09
19989	8.83080192866156	0.0542178560004025	0.374937125354	0.320719269353598	0.29155951280229	2.01416426539693	1.77562800552573	0.77652511939502	0.0714011477666134	0.1058859354254	0.821715099075934	0.105145780030573	0.200384004716204	2.43126076546588	0.137430266911152
98711	5.54454640410504	0.496551277630308	0.792925021737995	0.296373744107687	2.22328774954903	3.55144995802714	1.28848317164001	0.050164529066724	0.00517686292972848	0.226316715791858	0.0796704287734214	0.0107072396419338	0.353214662758007	6.4051564322035	0.0159880231874103
29819	4.52243032721254	0.0291149801092141	0.294258945445796	0.265143965336581	0.235184984865419	2.3846727695485	2.04626311841556	0.818766046055277	0.0380802086705656	0.0676614341451292	0.85674972611162	0.0610740665555437	0.143584152009851	3.30853905582601	0.0785084648849358
66799	4.47174650713757	0.600066987104645	0.634171110785853	0.0341041236812076	4.46917937102384	4.8466568328233	0.239901555886587	0.0011704913955968	0.000656187910616279	0.815206437466862	0.00315990291950232	0.00179299802351072	0.877528625786009	14.5049634729196	0.00107417771956316
67923	5.65288210605109	0.894066641520342	0.637950095815172	-0.25611654570517	5.0830158094012	3.70528486558655	-1.43169909479929	0.000461477326394039	0.00400614902890779	0.182446305604492	0.00145359713772995	0.00857077495763161	0.301452457586332	13.8716590326809	0.00126843440340187
70397	4.08826065316386	0.802220878475622	0.302562037783384	-0.499658840692238	5.41356728741348	2.20196413565644	-3.23484253206471	0.000285875521908807	0.0520157998320531	0.00883812810050092	0.000969922579122934	0.0798097708644965	0.0321665170975322	14.8731276714643	0.00097763205032192
17087	1.39600490038147	-1.96370315195707	-1.3214788314166	0.642224320540468	-8.18917875323304	-5.41032630730547	2.99491061416645	9.02133921596911e-06	0.000287199232701341	0.0133225900602229	5.8457122595701e-05	0.000881702889296596	0.0434881651697571	35.0960695378059	2.84326146886169e-05
57339	1.87914892648606	0.352531158709002	1.91715717520653	1.56462601649753	1.35425152595398	6.23581486115724	4.72738056758197	0.205184390995567	9.28244198757787e-05	0.000786134112328806	0.268666749718266	0.000343125758752715	0.00600949255323127	21.0198623667731	0.000251497484452859
94227	2.01568233366952	3.55722616867302	4.93697089204004	1.37974472336702	5.17787491778069	6.5308922107818	1.4751407714496	0.000401581672294993	6.33823107235634e-05	0.170659854353425	0.00129193831207326	0.000249461081244589	0.286387494007377	23.8780035490988	0.000148736652493222
83691	2.29352306102844	4.59191466416789	6.35240029629186	1.76048563212397	15.2903506720063	17.2931459350336	4.00022173317754	2.59588892013321e-08	7.8119588647193e-09	0.00246920802174957	9.65111983036401e-07	3.84223601801211e-07	0.0131638432924662	182.506529916665	1.18470349530941e-08
21419	6.3012849317171	0.189034322185003	-0.371727836809021	-0.560762158994025	0.859953592159425	-1.70049794765839	-2.53892556673385	0.409767009451899	0.119578651409045	0.0292150015090552	0.482409382387479	0.164657489764666	0.0774818379284341	3.35906734274468	0.0761551934168626
17215	4.93752649370031	2.29438085896037	1.72733382721773	-0.56704703174264	7.39423646676444	5.9972899614001	-1.74073119544889	2.20897258110556e-05	0.000127420697254414	0.11205814256268	0.000118463036452378	0.000447314541910478	0.208938211057045	31.2109896437677	4.75335464865833e-05
74229	1.60081413172741	2.21874784467646	1.0513254340981	-1.16742241057836	7.96761448591066	4.69095926021575	-3.8778198584418	1.15011377680898e-05	0.000831061172257548	0.00301458290101964	7.04463541619647e-05	0.0021991372137172	0.0151423995719657	33.4683333088003	3.50409178473276e-05
71877	1.31204009713346	1.24808299328381	0.927479937607422	-0.320603055676391	5.3369726087389	4.34529091914589	-1.24702921272478	0.000318981554339118	0.00142152850125871	0.240535458378734	0.00106627705017442	0.00347711124509232	0.369142445063355	16.2993925122134	0.0006895405622975
170829	2.43514569568655	-0.0594802126280611	0.733558035233869	0.79303824786193	-0.299000184023243	3.46937541892182	3.56291823185297	0.77100310519139	0.00594160860089189	0.00507842335949104	0.817398322358808	0.0120680937527436	0.0219785722234007	8.26876077462993	0.00746881459624938
75712	1.07570577062938	1.21878998738855	0.350854070612143	-0.867935916776411	5.14658088000595	1.7263756344101	-3.47889865557927	0.00042036852945199	0.114690869455806	0.005847178144439	0.00134486301893256	0.158888610517025	0.0242889379518998	13.8564183786202	0.00127360559660153
226922	0.380405325642898	7.28648768645135	8.03708550688636	0.750597820435011	14.8999178010852	15.9114021079885	1.10110117837976	3.33657289459221e-08	1.7622749078748e-08	0.29640703841197	1.15556369320046e-06	5.98624078418382e-07	0.429480943034529	158.796671421669	2.3439716318331e-08
70155	5.58496107295701	-3.46525141291656	-1.24453922044551	2.22071219247105	-13.3084912245153	-4.70358463144903	8.81314988559947	9.92141632100884e-08	0.000815186318165804	4.67286356780492e-06	2.28887397698844e-06	0.00216516874455382	0.000456976065281914	92.2989342915396	3.24745277982232e-07
280645	1.76804982134316	-0.606136797497979	0.057987726513882	0.664124524011861	-1.48418837712014	0.139137375088602	1.57876022842735	0.16828942111691	0.892077503633318	0.145176140573756	0.226491178158767	0.913615490519729	0.253253698427003	1.57133205938414	0.254603258885569
98366	4.86831929331586	0.701709202143576	0.588617186990845	-0.113092015152731	4.88523171187338	4.22606704307527	-0.754041947963905	0.000619213163235032	0.00171723478565182	0.468043171237439	0.00185084500046935	0.00409643495095285	0.598198278496646	14.0969034081719	0.00119486454082774
68002	2.19928773134183	0.797437937817385	-0.588185642131285	-1.38562357994867	2.84892307576859	-2.54708045008467	-5.03423587544618	0.0171248517996056	0.0288077537910895	0.00049592532925505	0.0315071471283821	0.047962133574375	0.00444325255464756	13.3012956942842	0.001480416795311
68187	5.18807390475685	0.41853858466574	0.509259798004898	0.0907212133391582	2.10677544616268	2.59614777954436	0.441076468840698	0.0611107524254457	0.0264734599977946	0.668451712653576	0.0941315580803	0.0445628711668164	0.765759685381148	3.79075234276938	0.0591446867278977
12839	5.97666727727724	-1.22963810334318	0.809048348732933	2.03868645207611	-3.47948240249888	2.21111763013429	5.53724131588575	0.00584144054585134	0.0512131876955981	0.000239938330360334	0.0124896611821863	0.078774547041823	0.00280654537535436	15.8830135739804	0.000761638573540273
68421	6.22307534957327	-0.869041815350495	-0.561205912233851	0.307835903116644	-6.20492716187748	-3.99920893417532	2.18200804791203	9.66701071152147e-05	0.00247326968436813	0.0538078001082529	0.000397022924699048	0.00563064369641187	0.121159250635167	19.7519216378901	0.000323492042606012
665903	1.98077088000371	1.41845987343339	1.186271129563	-0.232188743870386	5.34019038556033	4.84682755706476	-0.781765167275896	0.000317511210149342	0.000656019190339552	0.452293433393106	0.0010617436949399	0.00179288285378348	0.584113191007237	17.5309340652382	0.000519495082703542
213109	7.24796177659527	-0.571123226913742	-0.419333233887732	0.15178999302601	-4.73301729775518	-3.46029702512484	1.25537958004307	0.000779414581054213	0.00603309621889445	0.2376141501507	0.00223580549628046	0.0122188744553388	0.365888078800377	11.9836619665734	0.00215659787890184
19243	6.19080276367375	-0.231856891895178	0.410181408096862	0.64203829999204	-1.39580642475519	2.45373604072186	3.826922170462	0.192703291049226	0.0338243819567141	0.00327718801080144	0.25484475004316	0.0550209428590785	0.0160794486224463	7.53808629081667	0.00993071246704698
19076	4.06341463576903	1.11450340127085	0.999025547113723	-0.115477854157129	5.93319486687339	5.55657892000241	-0.567535705706627	0.000138923550543669	0.000233501094609181	0.582747526270546	0.000532427514461868	0.000745109935827674	0.698714974574427	22.1294390938851	0.000203768239998875
19335	3.4271299045894	0.910528179734563	0.432639020508681	-0.477889159225882	5.12710663952462	2.67414289825341	-2.54055410086581	0.000432531269907206	0.0231439244436756	0.0291332212026548	0.00137588264950271	0.0397856419593039	0.077351842237227	13.2967068385771	0.00148228735096033
213539	4.68804748591857	1.06804361329009	0.988186269129925	-0.0798573441601667	5.94479851518672	5.68408846816513	-0.418239389037786	0.000136761065770261	0.00019542525981024	0.684527759532177	0.000525134317331456	0.000638864252299113	0.777822534395418	22.6053811518127	0.000186668373916598
98403	4.77434170726833	-0.400837568662613	0.283048807773604	0.683886376436218	-1.8734437187194	1.29422013105466	3.0550598282567	0.0902077803012582	0.224404424759119	0.0120163621270463	0.132482447689717	0.284879788197967	0.0404495650022839	4.83798703794785	0.0336060074205242
433287	3.13715798493786	0.524765038158421	0.245156775264922	-0.279608262893499	3.64330660236594	1.83261588053476	-1.85074121536665	0.00444070098212755	0.0964716710915059	0.0936428318869034	0.00989757260249372	0.137104567172788	0.183034457524215	6.68562411000359	0.0141498041433829
13518	9.9342589762484	1.74143253619725	0.839593929683113	-0.901838606514136	7.00966009897346	3.2617634947246	-3.8235695112192	3.49381882703707e-05	0.00844238139744631	0.0032953039997294	0.000171840082239514	0.0164199275703456	0.0161571412793932	24.7974036031668	0.000127002106638613
69668	3.17710099326849	-0.32627387029433	-0.0227698809848604	0.30350398930947	-1.78566443781679	-0.125335920878607	1.59960858305868	0.104169151645024	0.902717873358957	0.14047349320564	0.149970122273785	0.922516317446766	0.246860718519849	1.92060840880587	0.19639373300218
27993	5.2634574624765	0.0318803667523877	0.102103442613466	0.0702230758610787	0.243694178609886	0.787884104330808	0.523213224923206	0.812347321958137	0.44886423650272	0.612113730580818	0.851039110682421	0.517797265362571	0.722064970728546	0.317917873095976	0.734687677687614
52318	4.07457187987835	-0.335356034617578	-0.220481337803222	0.114874696814356	-2.10946592783111	-1.41135267188998	0.707745670799121	0.0608339886355113	0.188202012552651	0.495114284005373	0.0937868359841117	0.244240174787751	0.622850251592905	2.31421195728697	0.148821229372669
19253	4.1281368355822	-5.57458125353248	-4.51222630664285	1.06235494688963	-29.4882267309202	-23.6769331263437	8.8418594150959	3.94410095679833e-11	3.51405066768428e-10	4.53757377742118e-06	5.85337306677422e-08	9.09322415483255e-08	0.000456976065281914	501.756570958622	7.83351878633074e-11
226970	2.64540779234386	1.94008886043844	2.51112398139922	0.571035120960783	11.1502875144311	13.966460926783	2.66621306303969	5.33250513328185e-07	6.23681218698592e-08	0.0234624417430395	7.03304797140944e-06	1.36544736674893e-06	0.0661910948596204	108.8307128453	1.47101067991387e-07
214469	7.91683927378316	0.369854299038348	0.473487012875333	0.103632713836985	2.86707616137128	3.64938690785456	0.825606969517517	0.0165978641319516	0.0043959808804504	0.428101672721011	0.0306530306947972	0.0092841910200656	0.560710473798976	7.40638417737667	0.0104723530909512
226971	5.96336430231436	-0.635381362267194	-1.92717340980889	-1.2917920475417	-4.1961461183413	-12.856825171047	-8.50964683118577	0.00180118500725822	1.38115672893564e-07	6.40485794763388e-06	0.00456990607698597	2.32868280600249e-06	0.00046765367437234	85.1040271131788	4.78524958341032e-07
50785	7.29896387653288	0.0457294486873563	1.04873286920021	1.00300342051285	0.151678420755984	3.5011171397999	3.41696938325182	0.882428216861806	0.00563285027309507	0.00649020714012003	0.908995396105554	0.011526917670961	0.0259333664710297	7.98499573526706	0.00832678563686234
320011	7.38596745548625	0.398610603835922	-0.125556397865329	-0.524167001701251	3.48395105846372	-1.0814797599821	-4.61442788223676	0.00579771092608566	0.304634633155274	0.000934581490079356	0.0124130252823463	0.371314384512006	0.00672023588368859	11.5332192973218	0.00246909481885066
214854	0.245739916722744	1.1678922562727	0.939780905159758	-0.22811135111294	2.8013881962018	2.44048367111666	-0.49698531773327	0.0185860779878249	0.0346031002616024	0.629841288945495	0.033804801579037	0.0561393786743327	0.735784498992457	4.68151937337967	0.0364246711383893
214855	7.90490518290014	1.5176540928211	0.933611841636197	-0.584042251184901	8.61708510485552	5.21681214662507	-3.47281357729572	5.72278326077767e-06	0.000379448565924096	0.00590733598159904	4.10446708298307e-05	0.00111906911020504	0.024445200312593	37.8426549243364	2.03567786223774e-05
226976	6.72982072213646	-0.348086325123655	-0.112346348106181	0.235739977017474	-2.4159695621372	-0.77811677242368	1.63519959431485	0.0360902500434755	0.454346191947676	0.1327569910068	0.0599880769614916	0.523109307399726	0.236928660402082	3.03875000115533	0.0926547080454736
214895	4.85939544691974	-0.691074946613239	-1.39230632388138	-0.701231377268146	-5.50129975781746	-11.5596289555297	-5.75878074018821	0.000252413267820157	3.7963939464996e-07	0.000176259482890425	0.000871867128927933	4.60410276131565e-06	0.00231628091624545	65.6743221563258	1.62983907154314e-06
94220	5.49098020525464	0.430338946514847	0.903409371430793	0.473070424915946	1.97635908486972	4.11486921438486	2.09516760230772	0.0760557022437783	0.00205175990656551	0.0623186438318631	0.114027203882633	0.00478721447479831	0.135056437998519	8.40908165801477	0.00708384869818926
94218	4.11180067918264	-0.800923757497788	-1.02293619986788	-0.222012442370089	-3.87649789550568	-5.12327736081274	-1.1141914909685	0.00302111780326094	0.000434966732983568	0.29101409774372	0.00704894312027527	0.00125895050525383	0.423529712785348	14.1702565570811	0.00117201687157775
78321	2.6808798548694	-0.267377751330827	-0.915813391160504	-0.648435639829677	-1.09257447965239	-4.12602228210108	-2.78277059571526	0.299961153362392	0.00201530902085148	0.0191920055053201	0.371119725511248	0.00471070169642924	0.0571844253224357	8.64688156678928	0.00648429908202877
109346	2.66819048517301	-0.0714775161496215	-0.828738343175822	-0.7572608270262	-0.285268158231959	-3.68975840400859	-3.15156670070733	0.781204391169037	0.00411068225176783	0.0101869937540467	0.825125658109716	0.00875737916924219	0.0356117390242034	7.86891474372563	0.00871150584852599
20353	7.87186448578307	-0.136637041719854	-1.27251807729415	-1.1358810355743	-0.745485522516467	-6.67903477984641	-6.03890175455913	0.472974242248094	5.25545035666575e-05	0.000120503686730557	0.54522136567743	0.000213611059690589	0.00182862227139392	27.2099629798909	8.57765737092236e-05
381337	0.776874144077723	0.110255177069823	-0.907418794017527	-1.01767397108735	0.330065208997902	-3.13107172966628	-3.19787908812892	0.748096266665753	0.0105501424764321	0.00941271364075429	0.797350159316809	0.0199283595384265	0.0337632536645441	6.70529410516965	0.0140306565057408
12859	3.57995558620825	0.283765666246987	-0.231734214518692	-0.51549988076568	1.76065154922023	-1.56573542527648	-3.15015359449885	0.108495833776409	0.148184144512392	0.0102116174866441	0.15526808299079	0.198114998302788	0.0356450373825317	5.15484541130985	0.0286580764294333
226977	6.66590206558094	0.485759341712988	0.326578775087711	-0.159180566625277	4.32039518676075	2.90234827406669	-1.426154319843	0.00147851052030771	0.0156202297339461	0.183999749743444	0.0038626155514863	0.0281537796388021	0.303542015888943	9.70777810258443	0.00444908264009087
56030	6.98925758522502	0.467391715204343	0.415052780334813	-0.05233893486953	4.33379119067802	3.83373137802002	-0.492337140515414	0.00144755593792324	0.00324071398177677	0.633009310949102	0.00379574784536888	0.0071380366275646	0.738232907096495	11.2405394477521	0.00270137719736329
269180	4.79553464689378	0.655299950355377	1.16028799239813	0.504988042042751	4.1211014298892	7.20792181226188	2.94945782202251	0.00203130693505643	2.75243982491093e-05	0.0144046187155726	0.0050515208453431	0.000124922493174826	0.0461841159135548	25.8768752666699	0.000106146742400811
76178	6.24643321109185	-0.810696995353416	-1.07569945890645	-0.265002463553037	-5.96026841302241	-7.90100183020474	-1.93399023984141	0.000133934135637302	1.23845870363331e-05	0.0816102095148508	0.000516529708983297	6.58018287208021e-05	0.165415991152099	33.8969775223865	3.31366462683285e-05
67387	4.54053981847886	-0.25860407047363	-0.612383307263174	-0.353779236789545	-1.93368066724311	-4.78432206819222	-2.65059911098112	0.0816521567892402	0.00072098506991502	0.0241024439962312	0.121247372428629	0.00194751211200348	0.067367190941705	11.2137317498676	0.0027239350488987
269181	6.1345551821274	-1.94987703606609	-0.0121110214457039	1.93776601462038	-5.32235033422255	-0.0326938717444496	5.17933827830227	0.000325755408447311	0.974555935826802	0.000400725390563764	0.0010844477933387	0.979328203116656	0.00385616518840742	18.3833234233164	0.000430855078644534
77633	2.65849008515045	0.202796927800683	0.502922202172283	0.3001252743716	0.931189088197434	2.32073649275902	1.26804516788349	0.373483463288946	0.042484476765365	0.233238438756678	0.446220753836701	0.0670894775230096	0.361468543215354	2.61864953447382	0.12129105451695
72097	3.62665196319078	-5.65474833103708	-4.9431210724761	0.711627258560981	-19.8261124608651	-17.2375222353119	4.32581408824019	2.03753611866332e-09	8.06238500962505e-09	0.00146590561463851	2.48807751041947e-07	3.8867227278013e-07	0.00915948523659218	235.971197800022	3.33940641894227e-09
211484	1.12682600670496	-1.24367292673717	-1.1379208736057	0.105752053131468	-5.02193440181041	-4.71398444871844	0.46553091270174	0.000505038446137063	0.00080235153458623	0.65142983603615	0.0015674560888544	0.00213560371319396	0.752515808597274	15.8833054321944	0.000761584958345945
623661	0.937133183597608	-0.60813943672138	-0.59998214954725	0.00815728717413022	-1.94931600976555	-1.98716469107088	0.026960404252829	0.0795585672933666	0.0746969737299959	0.979016702848755	0.118501272945377	0.109543703580639	0.986185080760581	2.58266106874698	0.124206604823021
69028	2.77696182529215	0.761408843824972	0.354542828141664	-0.406866015683308	2.69282580086228	1.38012987142687	-1.37398233097241	0.0224104523072704	0.197334337879393	0.199175876046621	0.0396507690397808	0.254320889460614	0.32151866486614	3.68088156464919	0.0629999641722063
107734	4.424084108214	0.590316877918833	0.0906956620284047	-0.499621215890429	4.31269848361883	0.706896641412527	-3.54577449877049	0.00149661067363722	0.495619635144546	0.00522630850726508	0.00390486096741042	0.56330354905099	0.0224335333349727	10.5567955914643	0.00335436603205283
98258	5.72917062332826	-0.70146961641901	-0.376697953793157	0.324771662625854	-4.9437794623047	-2.64952961564855	2.26234523187306	0.000567267118468173	0.0241469132674756	0.0469372382313431	0.00172432161654542	0.0412196946774876	0.109533110304279	12.1929430676006	0.00202764263087946
226982	7.52395337490457	-0.423619222476496	0.214871452386896	0.638490674863393	-2.00567603563282	1.02226306003696	3.06383748591946	0.0724222359769622	0.33052302002616	0.0118369450497821	0.109203850608225	0.398761483576403	0.0399310137247354	4.81814289971523	0.0339486375403092
56210	4.47071221312516	-0.0583790978233925	0.354910533662969	0.413289631486362	-0.271588827824424	1.64675642977563	1.83043323466283	0.791409942060072	0.130333881366576	0.0968175839767384	0.83379113642848	0.177295633300447	0.187403134712358	2.04449229412412	0.179677779089968
16764	1.012938360117	3.4024672835769	4.71043336783181	1.30796608425491	8.72964049553602	10.8095710106202	2.41921229988508	5.09195778615183e-06	7.13449673573989e-07	0.0358899873861807	3.77039111556929e-05	7.31260103196495e-06	0.089883605255525	66.2892220190086	1.56013738938337e-06
98388	-0.249295343981711	0.32228219580021	1.03066785036675	0.708385654566542	0.807236648760847	2.46367957149792	1.56313445189261	0.43813115648994	0.0332514341565658	0.148791358797916	0.511213165706754	0.0542072234811549	0.258034965398199	3.05394506530066	0.0917807727227311
68833	5.92469382974571	0.376446736364186	0.0998969925509199	-0.276549743813266	2.60330066995797	0.699292435673306	-1.89559286430789	0.0261492294779371	0.500159886090143	0.0869693414150819	0.0453815039886032	0.567644001800086	0.173446998636135	3.6198109966193	0.0652730047931458
18143	2.42166296599484	-4.9944921230845	-3.81417200412925	1.18032011895525	-18.8596315696511	-14.0249000271639	7.19173994443299	3.33410759848899e-09	5.9906699782032e-08	2.80605926921881e-05	3.21608797623738e-07	1.32383526117392e-06	0.000824643766566066	200.750939202554	7.41417442952517e-09
114641	3.36434530821734	0.0618185112986889	0.0627173452983194	0.000898833999630533	0.261396189439824	0.274697725145647	0.00364650933935139	0.799041278286449	0.789086822002387	0.997161548868732	0.840143980621106	0.82949275203442	0.998148070081662	0.04792301063539	0.953422629610382
54610	5.50478514574547	-2.06836903566361	-1.86829879302152	0.200070242642087	-15.4214079316721	-13.9271502277935	1.55653098097216	2.38928927708755e-08	6.40860449333456e-08	0.15034282692504	9.10417197607007e-07	1.39443752147594e-06	0.260025170133478	144.735610701204	3.68718943036628e-08
52846	4.61022355472361	1.16346064609388	1.12743187045989	-0.036028775633989	6.79663549169898	6.81288801913453	-0.19668972387765	4.53811022134453e-05	4.44759539863e-05	0.847972738810296	0.000211733634009701	0.000185786460694763	0.900887560582603	30.8777564049901	4.98017435409544e-05
